0,1,2,3,4,7,8,9,10,15,17,18,20,23,24,28,29,32,35,37,38,39,44,50,53,55,56,57,58,59,64,66,67,68,70,71,83,84,86,88,91,95,96,100,102,104,105,106,107,108,113,115,116,120,121,122,126,128,129,131,132,134,136,144,150,160,163,165,167,169,172,176,196,200,201,208,218,219,227,250,268,273,274,280,281,288,289,291,296,297,301,305,312,318,320,324,331,360,361,368,376,377,386,392,393,408,416,418,419,423,424,428,432,433,442,444,446,452,453,455,460,468,472,476,493,499,500,510,511,523,524,539,541,542,544,560,561,570,571,576,582,584,586,587,589,Label,Time,day_of_week
3068.56,2363.52,2171.3222,966.5755,0.8066,0.1242,1.5316,-0.0214,-0.0073,411.4437,0.9665,195.3014,1.387,-2585.0,-558.5,66.9,2.5444,85.2505,64.0886,66.1006,86.6597,119.2232,9.5323,649.2336,4.67,2836.0,0.9217,0.9471,4.4937,-2.6673,22.6673,727.1182,0.8572,144.6218,638.8982,78.5965,7.6847,0.1274,2.3541,1739.5951,-0.0278,0.0,0.0425,-0.0003,-0.025,-0.0009,-0.0007,0.0006,-0.0091,-0.0407,0.946,716.0681,0.9904,6.3268,15.94,3.208,2.737,3.195,0.2365,0.9978,2.3414,35.4792,203.0,0.1304,7.196,407.0,0.126,0.267,1.5,0.443,0.356,0.2455,3.28,24.41,3.28,50.77,5.037,0.0025,0.0112,62.8563,24.55,22.5488,74.894,0.0156,0.0169,0.0034,2.2231,0.0098,1589.2755,907.5996,0.5268,0.2774,0.1029,2.7486,0.0312,30.7429,0.0855,0.0003,24.794,0.0019,0.0024,0.0017,0.0063,0.0011,0.1627,5.7953,5.0735,302.5132,800.0,61.0578,4.0086,2.0764,138.9942,376.0072,1.0578,0.6185,1.1186,4.7924,2.1401,4.2393,47.2492,122.9721,207.6812,8.6159,4.5618,0.0,0.0,65.9039,544.9275,0.1024,5.728,1.5249,6.9376,0.1096,0.0026,0.0834,50.2702,531.0918,2.0267,2.0015,0.5036,0.0034,0.0211,0.0106,50.065,0,2008-09-02 01:10:00,Tuesday
2971.23,2626.13,2183.3444,1111.4499,1.5548,0.1236,1.3906,0.0047,-0.0069,404.5037,0.9758,184.84,1.4207,-3579.75,1526.75,69.1667,2.2444,85.0066,64.2263,66.5811,87.0735,118.0446,9.9664,639.1055,4.659,2848.0,0.928,0.9487,4.5337,2.1045,17.8955,718.9289,1.018,146.6364,630.2764,58.9567,7.194,0.1307,2.4326,1832.3214,0.0375,0.0,-0.2396,0.0002,0.0134,-0.0009,-0.0031,-0.0049,0.0578,-0.0702,0.9471,759.8921,0.9909,6.4079,15.91,4.392,2.453,2.91,-0.5204,0.9981,2.2967,38.9026,97.5,0.0924,3.388,650.0,0.131,0.289,0.6,0.07,0.3178,0.2097,4.14,11.39,4.14,71.202,2.676,0.0028,0.0183,139.9864,33.747,22.5256,74.2734,0.022,0.0101,0.0029,3.7549,0.0253,572.4517,9.1059,1.0524,0.3004,0.1262,3.3058,0.0317,7.8292,0.0775,0.0008,52.7198,0.0035,0.002,0.0012,0.0073,0.0087,0.2102,5.6618,3.3968,0.0,509.4891,53.9983,4.1436,1.36,37.6842,1.441,0.4941,0.9222,1.2353,6.8908,7.9568,4.9451,22.8028,196.7171,93.8569,52.6789,3.8214,590.3226,319.1868,44.6247,347.8261,0.0806,4.0911,1.4539,10.3597,0.1096,0.0026,0.0248,11.7421,586.9145,2.1612,76.9601,0.5008,0.0046,-0.0012,0.0252,0.0,0,2008-08-29 14:18:00,Friday
3073.93,2472.68,2227.2444,1329.8933,0.948,0.122,1.4443,0.0005,0.0022,411.0656,0.9762,191.6638,1.3966,-3996.25,1480.25,59.9667,2.8667,85.4507,63.8228,65.7258,86.2213,118.528,9.824,636.9218,4.562,2915.0,0.9242,0.9502,4.4867,1.5527,18.4473,714.5408,0.9362,144.7091,621.7109,116.3387,6.2299,0.1318,2.4334,1843.9226,0.0,0.0,0.0039,0.0,0.0,0.0009,-0.0002,0.0002,0.0,-0.0112,0.9354,821.9768,0.9911,6.1154,15.82,3.483,2.679,3.106,0.7569,0.9992,2.3391,38.1683,79.8,0.095,4.22,587.0,0.088,0.118,1.1,0.156,0.3247,0.2601,6.43,12.78,6.43,10.285,3.851,0.0023,0.0241,78.3135,25.038,19.3647,112.6014,0.0125,0.0131,0.0028,2.2251,0.032,280.8337,60.9993,0.8958,0.1427,0.0868,5.132,0.0616,21.6254,0.0272,0.0013,23.2211,0.0028,0.0018,0.0016,0.0067,0.0043,0.1774,4.3126,2.9509,0.0,0.0,43.2425,1.3502,1.9222,14.1633,9.7956,0.7788,1.0333,1.1629,4.2178,8.581,2.4502,32.754,414.1101,84.0188,9.46,1.6654,905.1643,0.0,51.0638,416.0,0.1153,2.8642,1.9188,14.118,0.1096,0.0026,0.1773,41.2733,530.8818,2.1238,1.7311,0.5005,0.0028,0.0123,0.0129,104.7519,0,2008-09-02 18:52:00,Tuesday
3057.65,2540.35,2203.4556,1441.1445,0.8264,0.1232,1.5527,-0.0216,0.0013,421.3323,0.9744,191.9602,1.3991,-3701.25,13.25,66.8222,2.6556,85.513,64.0127,66.1703,86.8489,118.9228,10.2809,628.3245,4.626,2827.0,0.9305,0.9502,4.6043,5.8045,14.1955,701.1351,1.104,146.7327,611.8291,114.2808,7.8452,0.136,2.3962,1866.7297,-0.0272,0.0,-0.1191,0.0001,-0.0376,0.0,-0.001,0.0008,0.0766,-0.0297,0.958,776.768,0.9907,6.2365,15.59,3.796,2.913,3.304,0.2838,1.001,2.4201,39.6225,262.6,0.1539,10.983,178.0,0.093,0.12,0.8,0.475,0.214,0.2407,6.64,18.05,6.64,83.038,2.7154,0.0022,0.0175,112.5024,16.837,20.0938,115.4873,0.0161,0.0185,0.0032,2.1504,0.0161,2196.4194,515.6668,0.618,0.278,0.104,2.6577,0.0407,14.9245,0.0824,0.0009,45.0539,0.0024,0.0015,0.0021,0.004,0.0058,0.204,4.0629,3.6535,269.5175,0.0,81.0331,1.8211,2.1838,138.0074,0.0,0.724,0.7689,1.1479,5.367,4.5813,4.6497,19.7246,114.3931,109.4243,13.7353,1.3589,0.0,0.0,36.8825,0.0,0.0788,3.0512,3.9522,6.2714,0.1096,0.0026,0.0834,50.2702,534.9691,2.3278,1.701,0.501,0.0035,0.0419,0.0098,23.3852,0,2008-09-07 19:31:00,Sunday
3067.7,2500.27,2177.0222,1448.8499,1.5565,0.1232,1.576,0.0272,0.0009,397.6668,0.9601,193.4164,1.4134,-2805.75,1265.75,70.0444,2.6,85.2296,64.0899,66.2998,86.8508,118.4058,9.7185,640.3918,4.645,2854.0,0.9202,0.945,4.4784,1.6173,18.3827,724.2124,1.3364,149.6009,635.0709,69.6212,6.9927,0.1375,2.421,1789.9489,-0.0731,0.0001,-0.0714,-0.0003,0.087,-0.0017,-0.005,-0.0029,0.0437,0.0065,0.936,647.2282,0.9901,6.3424,15.78,3.175,2.773,3.124,1.088,0.9998,2.3695,38.7158,140.4,0.0547,4.429,534.0,0.1,0.214,1.0,0.129,0.4926,0.3251,4.85,14.04,4.85,121.065,2.4043,0.0027,0.0089,104.2266,12.7,27.9554,27.3556,0.0214,0.0185,0.0059,3.307,0.0121,2960.4138,66.3444,0.6126,0.4183,0.1565,2.5035,0.0303,6.9027,0.0791,0.0005,27.6,0.0021,0.0017,0.001,0.0116,0.0062,0.1425,5.6553,2.5965,363.3525,0.0,73.1934,2.9384,4.9204,231.0969,12.1667,0.8865,1.3461,1.0155,5.1402,6.4927,4.751,16.3063,299.8876,180.9893,30.059,1.7835,180.0253,413.5593,36.0153,168.4211,0.0645,5.0397,3.4486,9.8724,0.1096,0.0026,0.0293,13.7543,564.55,2.0868,80.5172,0.5002,0.0037,0.0329,0.0055,16.6695,0,2008-08-23 15:10:00,Saturday
3045.88,2603.92,2243.8556,2209.0871,2.1422,0.1216,1.3928,0.0361,-0.0141,399.313,0.9709,193.1559,1.3995,-3307.75,-9228.5,71.0667,1.8556,85.3182,64.3121,65.9458,86.976,115.8094,10.153,626.9491,4.563,2853.0,0.9298,0.9498,4.7267,-7.0082,27.0082,691.1541,0.8743,152.8,609.7009,108.3631,7.2961,0.1334,2.4479,1860.1034,-0.038,0.0,-0.3195,0.0003,-0.1001,0.0011,0.0053,-0.0019,-0.0259,0.0032,0.9477,781.8226,0.9773,6.2761,15.74,2.788,2.768,3.114,-1.939,0.9972,2.292,36.4259,185.7,0.1181,15.486,278.0,0.096,0.185,1.6,0.523,0.4146,0.0917,13.91,17.02,13.91,67.506,3.5119,0.0022,0.0205,86.7574,24.621,21.0481,61.0981,0.0171,0.0215,0.0044,3.0103,0.0278,232.0163,2870.1464,0.8307,0.3154,0.1713,4.54,0.044,18.5814,0.1088,0.0041,32.1777,0.0054,0.0021,0.0011,0.0082,0.001,0.1144,4.4167,2.4678,148.8823,604.0018,159.9388,2.0961,1.4509,16.2951,43.9833,1.3621,1.1912,1.3288,5.619,2.2161,4.0744,32.7019,198.4825,98.677,19.138,2.622,391.4081,0.0,48.1416,290.1099,14.0082,4.2048,3.0185,9.0633,0.1116,0.0024,0.0399,15.3056,532.0109,2.0679,2.1334,0.5029,0.0031,0.0262,0.0104,39.5528,0,2008-09-30 01:36:00,Tuesday
3127.07,2478.97,2198.7222,1534.2053,0.9374,0.1224,1.2476,0.017,0.0125,401.5945,0.9703,190.5692,1.3919,-3286.0,1460.0,69.0111,2.5556,84.5551,64.3827,66.5514,87.1886,118.022,10.1506,616.5391,4.585,2825.0,0.9345,0.9506,4.5557,-1.2182,21.2182,691.389,1.0496,148.3891,606.2809,112.361,7.3426,0.1345,2.383,1843.2651,-0.0273,0.0002,0.7972,-0.0001,0.1498,0.0004,-0.0086,-0.003,0.0406,0.0144,0.9307,729.0898,0.9908,6.3067,15.8,4.23,2.702,3.101,-0.2365,0.9945,2.3161,37.2949,208.2,0.0794,3.681,542.0,0.082,0.132,0.6,0.078,0.3221,0.2865,5.36,19.83,5.36,51.559,5.4396,0.0032,0.0188,117.0898,14.804,19.7183,70.288,0.0401,0.0269,0.004,2.4919,0.0327,782.0691,66.458,0.8207,0.2294,0.0443,1.3666,0.0843,8.5678,0.0938,0.0069,30.7554,0.0045,0.0012,0.0011,0.0094,0.0085,0.1477,5.6368,2.3687,832.1415,692.6927,56.3055,3.2224,3.4371,44.4309,9.726,3.3832,0.8898,0.9938,7.0208,6.7089,4.3666,56.0161,440.0,169.6596,15.8701,1.4603,219.7224,986.9474,54.3689,903.2258,0.1076,4.4721,2.8843,12.5344,0.1096,0.0026,0.1015,58.9444,534.4473,2.4356,1.7457,0.5043,0.0026,0.012,0.0104,86.7035,0,2008-08-22 02:01:00,Friday
3095.5,2394.58,2196.6555,1066.1908,1.2188,0.1211,1.4785,-0.0205,-0.0057,407.8535,0.9791,187.4679,1.4172,-5095.75,-3031.75,62.9889,2.7778,85.7375,64.0107,66.6946,88.24,119.5608,9.9285,636.8245,4.561,2915.0,0.9269,0.9412,4.6686,23.8745,16.1255,707.7137,0.9029,147.6309,621.9391,93.2239,7.4648,0.1365,2.4113,1720.2934,0.0125,0.0002,0.1446,0.0,-0.0119,0.0001,-0.0008,0.0007,0.006,0.0006,0.958,610.7754,0.9907,6.4544,15.79,3.609,2.761,3.565,0.6623,0.9965,2.3403,36.5767,71.7,0.1227,11.445,267.0,0.11,0.269,1.0,0.355,0.3587,0.1675,6.95,16.32,6.95,106.092,4.4752,0.003,0.0162,50.4255,8.14,22.5106,149.675,0.0144,0.0121,0.0017,4.2864,0.0181,2601.0008,1624.2671,0.8796,0.3349,0.4446,2.2549,0.046,21.3043,0.0714,0.0004,27.1412,0.0041,0.0019,0.0016,0.0071,0.0062,0.111,4.0794,3.5498,276.6514,888.3002,94.6928,3.8004,1.459,108.1097,130.1559,1.0486,0.9781,1.0577,5.1518,6.7684,2.4873,33.4056,29.1105,109.6377,21.5174,1.6536,0.0,0.0,110.5691,0.0,0.1025,4.9249,2.9848,6.3787,0.1096,0.0026,0.0382,20.6225,536.2418,2.4342,1.6299,0.4971,0.0039,0.0055,0.0218,397.5003,0,2008-08-06 23:40:00,Wednesday
3071.13,2487.12,2199.6556,1140.3983,1.3369,0.1227,1.4419,0.0029,-0.0062,422.84,0.9778,193.4406,1.4025,-3926.5,-1603.6667,67.3889,2.5444,85.7546,64.4204,66.346,86.3766,118.4724,10.2533,623.9564,4.575,2829.0,0.9329,0.9508,4.5217,4.1591,15.8409,694.0357,1.0249,152.0736,609.8409,102.9992,7.7917,0.1236,2.4165,1873.4018,-0.0377,0.0001,-0.0183,0.0001,-0.0126,-0.0005,0.003,-0.0005,-0.0102,-0.035,0.9536,758.7825,0.9893,6.3448,15.78,2.803,2.964,3.396,0.9934,0.9956,2.2717,41.0741,101.0,0.1184,5.937,835.0,0.177,0.198,2.3,0.361,0.2856,0.2928,20.13,23.46,20.13,14.91,3.5181,0.0057,0.0123,80.3109,22.328,18.2407,92.6308,0.0202,0.0138,0.002,1.9392,0.0191,785.3345,1028.6575,0.7753,0.2585,0.1503,4.9493,0.0629,27.8116,0.1011,0.004,48.893,0.0031,0.0017,0.0016,0.0023,0.0045,0.0979,5.8865,2.9352,0.0,731.6583,46.7196,1.4653,1.9077,44.8236,128.1438,1.2357,0.9654,1.3421,5.732,2.8869,4.0801,37.3314,484.0,166.2006,17.7859,3.1656,411.7155,0.0,55.0,947.3684,0.0983,6.6183,5.2608,7.198,0.1134,0.0025,0.0202,8.57,529.9445,1.974,1.4926,0.4992,0.0026,0.0207,0.0112,54.1279,0,2008-10-02 00:21:00,Thursday
